timestamp,moisture_before,duration,threshold,moisture_after,needed_watering
2024-08-22 08:34:12.048866,14,10,25,43,True
2024-04-26 08:34:12.048866,19,11,25,40,True
2025-01-02 08:34:12.048866,8,15,35,55,True
2024-09-17 08:34:12.048866,15,13,30,44,True
2024-05-23 08:34:12.048866,11,4,25,54,True
2024-11-10 08:34:12.048866,27,7,30,53,True
2024-06-02 08:34:12.048866,28,12,30,54,True
2025-02-06 08:34:12.048866,32,10,25,57,False
2024-09-10 08:34:12.048866,33,11,25,63,False
2025-01-31 08:34:12.048866,30,7,25,69,False
2024-12-28 08:34:12.048866,19,3,30,43,True
2024-11-05 08:34:12.048866,17,5,30,52,True
2024-09-05 08:34:12.048866,26,9,30,49,True
2024-09-19 08:34:12.048866,11,7,25,46,True
2024-05-16 08:34:12.048866,39,13,35,59,False
2024-11-17 08:34:12.048866,10,4,30,38,True
2025-01-03 08:34:12.048866,37,11,25,78,False
2024-12-28 08:34:12.048866,14,6,30,58,True
2024-07-05 08:34:12.048866,29,6,25,55,False
2024-11-28 08:34:12.048866,36,4,35,61,False
2024-04-26 08:34:12.048866,26,7,30,61,True
2024-06-09 08:34:12.048866,32,13,30,73,False
2025-01-30 08:34:12.048866,38,8,30,83,False
2024-07-30 08:34:12.048866,15,10,30,55,True
2024-08-25 08:34:12.048866,32,14,35,67,True
2024-11-19 08:34:12.048866,30,15,35,54,True
2024-05-05 08:34:12.048866,18,7,35,57,True
2024-10-01 08:34:12.048866,16,3,30,51,True
2024-06-06 08:34:12.048866,40,11,35,60,False
2024-10-05 08:34:12.048866,6,5,30,53,True
2024-04-03 08:34:12.048866,16,11,30,61,True
2024-10-19 08:34:12.048866,26,12,35,71,True
2024-09-02 08:34:12.048866,21,6,30,69,True
2024-09-04 08:34:12.048866,28,8,35,56,True
2024-11-12 08:34:12.048866,37,12,25,60,False
2024-06-25 08:34:12.048866,26,11,35,54,True
2024-12-19 08:34:12.048866,7,4,35,31,True
2025-02-25 08:34:12.048866,12,11,35,55,True
2024-03-31 08:34:12.048866,5,14,35,27,True
2024-07-14 08:34:12.048866,10,11,35,46,True
2024-07-27 08:34:12.048866,6,11,25,55,True
2024-10-05 08:34:12.048866,32,12,35,71,True
2024-11-06 08:34:12.048866,5,14,30,28,True
2024-04-20 08:34:12.048866,34,5,25,72,False
2024-09-10 08:34:12.048866,9,3,30,45,True
2024-04-01 08:34:12.048866,31,7,25,79,False
2024-04-08 08:34:12.048866,22,14,30,61,True
2024-04-11 08:34:12.048866,35,6,35,57,False
2024-06-28 08:34:12.048866,21,13,25,52,True
2024-08-07 08:34:12.048866,12,5,35,45,True
2024-12-19 08:34:12.048866,35,13,25,83,False
2024-09-06 08:34:12.048866,28,12,30,77,True
2025-02-27 08:34:12.048866,24,14,35,54,True
2024-08-31 08:34:12.048866,12,14,30,58,True
2025-01-26 08:34:12.048866,9,3,25,42,True
2024-06-13 08:34:12.048866,19,9,25,55,True
2025-02-28 08:34:12.048866,36,13,25,68,False
2024-07-29 08:34:12.048866,21,6,35,51,True
2024-05-01 08:34:12.048866,31,15,30,77,False
2024-08-17 08:34:12.048866,37,4,35,65,False
2025-01-28 08:34:12.048866,33,4,35,66,True
2024-09-02 08:34:12.048866,23,7,35,48,True
2024-09-08 08:34:12.048866,7,14,25,43,True
2025-03-22 08:34:12.048866,38,4,25,64,False
2024-08-06 08:34:12.048866,27,12,25,64,False
2024-10-21 08:34:12.048866,11,13,30,40,True
2024-12-01 08:34:12.048866,5,3,25,37,True
2024-11-14 08:34:12.048866,27,11,25,63,False
2025-03-22 08:34:12.048866,37,4,25,58,False
2024-05-09 08:34:12.048866,28,10,25,48,False
2024-11-24 08:34:12.048866,24,4,35,45,True
2025-03-12 08:34:12.048866,24,14,25,71,True
2024-11-21 08:34:12.048866,10,12,30,46,True
2024-07-14 08:34:12.048866,22,8,25,47,True
2025-03-12 08:34:12.048866,29,12,30,75,True
2025-03-12 08:34:12.048866,27,10,25,73,False
2024-04-24 08:34:12.048866,14,13,25,37,True
2024-04-09 08:34:12.048866,30,5,35,62,True
2024-05-19 08:34:12.048866,14,8,25,34,True
2024-08-12 08:34:12.048866,16,6,30,39,True
2025-02-06 08:34:12.048866,11,9,30,60,True
2025-03-24 08:34:12.048866,13,5,30,60,True
2024-05-15 08:34:12.048866,5,13,35,35,True
2024-08-29 08:34:12.048866,14,8,30,44,True
2024-04-17 08:34:12.048866,29,8,25,64,False
2024-08-07 08:34:12.048866,32,14,30,71,False
2024-10-26 08:34:12.048866,29,13,25,72,False
2024-10-13 08:34:12.048866,31,8,25,63,False
2024-11-03 08:34:12.048866,32,4,35,75,True
2025-01-06 08:34:12.064439,20,13,30,50,True
2024-12-02 08:34:12.064439,33,15,35,65,True
2024-05-25 08:34:12.064439,39,12,30,62,False
2025-01-21 08:34:12.064439,28,14,25,51,False
2024-05-30 08:34:12.064439,33,12,35,82,True
2024-04-26 08:34:12.064439,30,15,35,56,True
2024-10-05 08:34:12.064439,37,14,35,79,False
2025-03-12 08:34:12.064439,14,11,25,52,True
2024-11-14 08:34:12.064439,18,3,30,48,True
2025-03-10 08:34:12.064439,22,11,25,71,True
2025-02-21 08:34:12.064439,37,15,35,58,False
2024-05-25 08:34:12.064439,33,10,30,82,False
2025-02-19 08:34:12.064439,21,7,25,41,True
2025-02-05 08:34:12.064439,20,14,35,69,True
2024-11-05 08:34:12.064439,30,13,25,66,False
2024-12-26 08:34:12.064439,19,12,35,66,True
2025-03-16 08:34:12.064439,9,10,25,38,True
2024-11-10 08:34:12.064439,7,8,25,28,True
2024-08-25 08:34:12.064439,40,14,30,61,False
2024-03-28 08:34:12.064439,8,10,35,38,True
2024-11-10 08:34:12.064439,18,11,25,41,True
2024-08-01 08:34:12.064439,9,3,35,50,True
2024-07-10 08:34:12.064439,26,13,25,49,False
2024-07-01 08:34:12.064439,25,4,35,48,True
2024-12-22 08:34:12.064439,34,12,35,59,True
2025-02-28 08:34:12.064439,40,6,25,80,False
2025-02-16 08:34:12.064439,32,10,30,79,False
2024-12-26 08:34:12.064439,28,14,25,69,False
2024-04-20 08:34:12.064439,13,11,35,36,True
2025-01-08 08:34:12.064439,6,11,35,30,True
2024-11-13 08:34:12.064439,29,9,25,63,False
2024-07-27 08:34:12.064439,27,3,25,74,False
2024-05-24 08:34:12.064439,26,13,35,70,True
2024-07-29 08:34:12.064439,12,12,35,34,True
2025-02-03 08:34:12.064439,26,3,30,64,True
2024-07-04 08:34:12.064439,27,4,25,70,False
2024-11-21 08:34:12.064439,14,15,35,51,True
2024-10-10 08:34:12.064439,8,9,35,57,True
2024-08-19 08:34:12.064439,19,6,30,55,True
2024-04-06 08:34:12.064439,35,11,30,55,False
2024-11-01 08:34:12.064439,9,15,35,37,True
2024-11-18 08:34:12.064439,21,15,35,68,True
2024-12-05 08:34:12.064439,7,13,35,42,True
2024-07-16 08:34:12.064439,38,5,30,83,False
2025-03-06 08:34:12.064439,14,12,25,51,True
2025-02-22 08:34:12.064439,28,12,30,76,True
2024-11-01 08:34:12.064439,35,4,25,77,False
2024-12-09 08:34:12.064439,26,11,30,65,True
2024-06-21 08:34:12.064439,26,8,30,62,True
2025-03-17 08:34:12.064439,39,13,35,68,False
2024-06-03 08:34:12.064439,29,13,25,70,False
2024-07-15 08:34:12.064439,17,9,25,47,True
2024-10-21 08:34:12.064439,24,5,35,50,True
2024-05-04 08:34:12.064439,20,4,35,57,True
2024-05-18 08:34:12.064439,5,4,35,32,True
2024-03-28 08:34:12.064439,26,12,30,66,True
2024-09-19 08:34:12.064439,37,13,25,81,False
2025-02-03 08:34:12.064439,17,10,35,42,True
2024-04-10 08:34:12.064439,39,4,30,64,False
2024-11-25 08:34:12.064439,8,5,30,28,True
2024-04-09 08:34:12.064439,14,11,35,48,True
2024-07-19 08:34:12.064439,23,3,35,69,True
2024-04-22 08:34:12.064439,34,12,35,75,True
2024-04-23 08:34:12.064439,33,8,25,58,False
2025-02-05 08:34:12.064439,33,6,35,63,True
2025-03-03 08:34:12.064439,11,11,25,40,True
2025-03-07 08:34:12.064439,17,3,35,52,True
2024-09-05 08:34:12.064439,39,11,25,61,False
2024-12-19 08:34:12.064439,14,5,30,48,True
2024-10-23 08:34:12.064439,31,6,25,80,False
2025-01-15 08:34:12.064439,37,14,30,59,False
2024-07-09 08:34:12.064439,30,7,30,55,False
2024-10-17 08:34:12.064439,18,6,30,45,True
2024-10-31 08:34:12.064439,34,9,35,54,True
2024-03-25 08:34:12.064439,29,13,35,52,True
2025-01-28 08:34:12.064439,30,3,25,76,False
2024-12-05 08:34:12.064439,35,13,25,84,False
2024-05-03 08:34:12.064439,15,10,30,60,True
2024-09-29 08:34:12.064439,8,9,35,32,True
2024-04-11 08:34:12.064439,37,12,30,58,False
2024-08-10 08:34:12.064439,13,3,25,42,True
2025-03-07 08:34:12.064439,13,15,35,50,True
2024-07-07 08:34:12.064439,11,7,30,56,True
2024-05-10 08:34:12.064439,13,6,30,62,True
2024-07-28 08:34:12.064439,24,10,35,60,True
2024-04-15 08:34:12.064439,20,15,35,65,True
2024-04-24 08:34:12.064439,11,11,30,41,True
2025-03-04 08:34:12.064439,28,12,35,60,True
2024-09-30 08:34:12.064439,28,7,30,70,True
2024-09-14 08:34:12.064439,29,10,30,58,True
2025-01-28 08:34:12.064439,27,4,35,58,True
2025-03-22 08:34:12.064439,25,7,25,50,False
2024-07-11 08:34:12.064439,33,3,25,54,False
2025-01-02 08:34:12.064439,37,14,25,66,False
2024-03-30 08:34:12.064439,14,13,30,46,True
2024-05-07 08:34:12.064439,40,11,25,67,False
2025-01-29 08:34:12.064439,30,5,30,78,False
2025-02-07 08:34:12.064439,38,15,35,60,False
2025-03-20 08:34:12.064439,14,8,30,48,True
2024-05-10 08:34:12.064439,25,11,35,50,True
2024-04-19 08:34:12.064439,17,5,30,41,True
2024-04-13 08:34:12.064439,14,13,30,46,True
2024-08-02 08:34:12.064439,16,9,30,44,True
2025-03-01 08:34:12.064439,38,14,25,82,False
2024-06-25 08:34:12.064439,7,8,30,53,True
2024-08-23 08:34:12.064439,11,4,30,49,True
2024-06-27 08:34:12.064439,13,12,35,56,True
2024-03-29 08:34:12.064439,39,9,25,75,False
2024-12-14 08:34:12.064439,6,15,35,52,True
2024-08-24 08:34:12.064439,22,14,35,66,True
2024-09-14 08:34:12.064439,10,7,25,48,True
2024-08-19 08:34:12.064439,32,14,30,61,False
2024-10-22 08:34:12.064439,16,8,30,60,True
2024-10-12 08:34:12.064439,39,5,30,85,False
2024-06-10 08:34:12.064439,24,7,25,69,True
2024-06-01 08:34:12.064439,33,9,25,76,False
2024-08-22 08:34:12.064439,25,8,30,50,True
2024-11-11 08:34:12.064439,20,7,35,61,True
2024-05-15 08:34:12.064439,5,3,35,37,True
2024-11-10 08:34:12.064439,19,12,35,39,True
2025-01-13 08:34:12.064439,16,7,30,64,True
2025-01-16 08:34:12.064439,27,15,30,50,True
2025-03-07 08:34:12.064439,11,8,35,50,True
2024-10-16 08:34:12.064439,28,9,35,51,True
2025-02-21 08:34:12.064439,11,9,30,46,True
2024-07-02 08:34:12.064439,16,8,30,48,True
2025-02-12 08:34:12.064439,19,3,25,61,True
2024-07-07 08:34:12.064439,28,8,25,68,False
2025-01-03 08:34:12.064439,14,7,35,51,True
2024-08-10 08:34:12.064439,12,3,25,41,True
2025-02-04 08:34:12.064439,12,9,35,58,True
2025-02-19 08:34:12.064439,25,10,25,71,False
2025-02-13 08:34:12.064439,28,13,30,69,True
2024-08-01 08:34:12.064439,22,3,25,52,True
2024-07-07 08:34:12.064439,13,6,25,52,True
2024-07-21 08:34:12.064439,23,13,35,43,True
2025-02-26 08:34:12.064439,34,13,35,83,True
2025-02-17 08:34:12.064439,9,12,35,35,True
2024-06-11 08:34:12.064439,7,5,35,50,True
2024-08-30 08:34:12.064439,27,12,25,71,False
2024-04-20 08:34:12.064439,29,7,35,63,True
2024-12-19 08:34:12.064439,10,9,35,39,True
2024-05-31 08:34:12.064439,23,13,35,58,True
2025-01-09 08:34:12.064439,11,10,25,31,True
2024-09-11 08:34:12.064439,12,10,35,48,True
2024-08-01 08:34:12.064439,20,7,35,64,True
2025-01-21 08:34:12.064439,17,11,30,44,True
2024-06-04 08:34:12.064439,27,14,30,69,True
2025-01-17 08:34:12.064439,5,13,30,37,True
2024-04-17 08:34:12.064439,29,7,25,70,False
2024-04-07 08:34:12.064439,18,14,30,64,True
2025-01-14 08:34:12.064439,27,14,35,66,True
2025-03-16 08:34:12.064439,20,7,30,62,True
2024-09-01 08:34:12.064439,31,10,25,76,False
2024-10-23 08:34:12.064439,7,6,25,41,True
2024-10-09 08:34:12.064439,30,3,25,65,False
2025-02-04 08:34:12.064439,26,14,35,67,True
2024-11-24 08:34:12.064439,29,15,25,49,False
2025-03-06 08:34:12.064439,33,15,30,54,False
2024-11-21 08:34:12.064439,38,5,30,87,False
2024-08-28 08:34:12.064439,28,11,30,67,True
2024-10-19 08:34:12.064439,29,9,35,49,True
2024-07-04 08:34:12.064439,34,7,30,77,False
2024-04-26 08:34:12.064439,23,11,30,61,True
2024-07-10 08:34:12.064439,20,7,25,55,True
2024-08-10 08:34:12.064439,23,7,25,50,True
2025-02-25 08:34:12.064439,25,12,30,50,True
2025-02-07 08:34:12.064439,22,15,30,48,True
2025-03-15 08:34:12.064439,9,5,25,32,True
2024-09-16 08:34:12.064439,19,5,35,45,True
2024-03-30 08:34:12.064439,20,15,25,61,True
2024-06-26 08:34:12.064439,38,7,35,69,False
2024-11-30 08:34:12.064439,23,10,35,51,True
2024-03-27 08:34:12.064439,38,7,35,81,False
2024-03-28 08:34:12.064439,11,11,25,35,True
2025-01-12 08:34:12.064439,23,5,30,72,True
2024-09-01 08:34:12.064439,31,13,35,51,True
2024-11-07 08:34:12.064439,26,9,30,47,True
2024-07-19 08:34:12.064439,14,5,25,60,True
2024-11-22 08:34:12.064439,30,3,30,74,False
2024-07-13 08:34:12.064439,19,6,30,56,True
2024-08-14 08:34:12.064439,11,12,30,59,True
2025-02-03 08:34:12.064439,37,12,30,86,False
2024-07-20 08:34:12.064439,31,15,30,68,False
2024-03-24 08:34:12.064439,5,3,35,48,True
2024-05-02 08:34:12.064439,5,9,30,35,True
2024-11-22 08:34:12.064439,23,7,25,63,True
2024-05-19 08:34:12.064439,17,4,35,64,True
2024-12-11 08:34:12.064439,8,6,30,41,True
2024-11-24 08:34:12.064439,24,5,30,44,True
2024-05-11 08:34:12.064439,17,9,30,64,True
2024-10-01 08:34:12.064439,29,6,35,77,True
2024-10-11 08:34:12.064439,31,10,35,68,True
2024-06-18 08:34:12.064439,37,14,30,72,False
2024-04-03 08:34:12.064439,15,10,30,58,True
2024-03-24 08:34:12.064439,12,15,25,39,True
2025-03-05 08:34:12.064439,35,12,35,70,False
2024-09-07 08:34:12.064439,25,3,25,56,False
2024-05-28 08:34:12.064439,18,9,25,56,True
2024-08-05 08:34:12.064439,13,9,25,46,True
2025-02-12 08:34:12.064439,29,15,30,73,True
2024-09-27 08:34:12.064439,35,11,25,63,False
2025-02-26 08:34:12.064439,10,10,35,57,True
2025-01-20 08:34:12.064439,28,8,35,56,True
2025-03-03 08:34:12.064439,28,12,35,53,True
2024-10-17 08:34:12.064439,22,9,30,44,True
2024-11-06 08:34:12.064439,12,5,35,54,True
2024-11-24 08:34:12.064439,23,14,35,50,True
2024-11-07 08:34:12.064439,7,3,30,47,True
2024-12-18 08:34:12.064439,10,10,25,48,True
2024-05-25 08:34:12.064439,34,6,25,77,False
2025-02-18 08:34:12.064439,15,8,30,62,True
2025-02-20 08:34:12.064439,24,12,30,58,True
2024-06-20 08:34:12.064439,8,3,35,53,True
2024-06-24 08:34:12.064439,32,14,25,60,False
2024-05-13 08:34:12.064439,34,10,35,61,True
2024-05-13 08:34:12.064439,35,10,30,71,False
2024-12-26 08:34:12.064439,33,13,30,71,False
2025-02-17 08:34:12.064439,40,15,30,63,False
2024-11-22 08:34:12.064439,40,3,30,70,False
2024-10-11 08:34:12.064439,32,14,30,68,False
2024-03-29 08:34:12.064439,25,13,30,68,True
2024-12-25 08:34:12.064439,11,9,35,34,True
2024-04-25 08:34:12.064439,22,5,35,60,True
2025-01-30 08:34:12.064439,15,11,35,35,True
2025-01-14 08:34:12.064439,36,5,35,85,False
2024-12-21 08:34:12.064439,39,15,30,84,False
2024-10-23 08:34:12.064439,14,5,35,54,True
2024-12-13 08:34:12.064439,11,12,35,46,True
2024-06-29 08:34:12.064439,18,7,25,49,True
2024-05-14 08:34:12.064439,13,6,25,48,True
2025-03-02 08:34:12.064439,14,7,25,55,True
2025-01-03 08:34:12.064439,13,8,30,51,True
2024-10-26 08:34:12.064439,16,4,35,61,True
2024-08-21 08:34:12.064439,14,6,30,53,True
2024-12-04 08:34:12.064439,37,6,25,69,False
2024-09-13 08:34:12.064439,33,6,30,66,False
2024-11-28 08:34:12.064439,34,13,25,56,False
2024-06-18 08:34:12.064439,16,15,35,38,True
2024-05-04 08:34:12.064439,6,9,35,28,True
2024-09-08 08:34:12.064439,40,13,30,78,False
2024-07-28 08:34:12.064439,10,8,25,36,True
2024-11-03 08:34:12.064439,7,6,30,53,True
2025-01-12 08:34:12.064439,14,6,30,34,True
2024-10-28 08:34:12.064439,21,4,35,62,True
2024-09-03 08:34:12.064439,29,4,35,70,True
2024-08-14 08:34:12.064439,8,11,35,43,True
2024-11-22 08:34:12.064439,34,15,30,61,False
2024-07-19 08:34:12.064439,11,6,25,52,True
2025-01-15 08:34:12.064439,7,13,30,42,True
2024-07-28 08:34:12.064439,22,11,25,51,True
2024-05-17 08:34:12.064439,25,6,25,62,False
2024-05-10 08:34:12.064439,38,14,35,61,False
2024-07-24 08:34:12.064439,20,3,30,50,True
2024-11-13 08:34:12.064439,39,8,25,86,False
2024-09-28 08:34:12.064439,35,10,35,71,False
2024-07-06 08:34:12.064439,12,7,35,38,True
2025-01-17 08:34:12.064439,10,14,30,50,True
2024-09-28 08:34:12.064439,21,9,25,55,True
2024-05-15 08:34:12.064439,11,10,30,35,True
2024-06-14 08:34:12.064439,14,14,25,52,True
2024-10-21 08:34:12.064439,27,12,25,73,False
2025-01-25 08:34:12.064439,17,4,30,51,True
2024-06-01 08:34:12.064439,8,10,35,35,True
2024-11-10 08:34:12.064439,10,5,35,55,True
2024-07-02 08:34:12.064439,32,8,30,70,False
2025-01-23 08:34:12.064439,39,7,35,85,False
2024-08-17 08:34:12.064439,25,12,25,64,False
2024-09-11 08:34:12.064439,19,6,25,61,True
2024-08-22 08:34:12.064439,17,8,25,39,True
2024-05-09 08:34:12.064439,9,12,25,37,True
2024-07-25 08:34:12.064439,33,10,35,64,True
2024-06-08 08:34:12.064439,16,4,35,57,True
2025-01-28 08:34:12.064439,19,8,30,54,True
2025-01-15 08:34:12.064439,35,11,25,83,False
2025-01-24 08:34:12.064439,34,15,35,82,True
2024-09-10 08:34:12.064439,21,11,30,58,True
2024-09-11 08:34:12.064439,40,3,35,68,False
2024-08-22 08:34:12.064439,23,13,25,61,True
2025-01-25 08:34:12.064439,29,8,30,50,True
2024-07-22 08:34:12.064439,23,6,30,68,True
2024-11-07 08:34:12.064439,35,14,35,65,False
2024-04-28 08:34:12.064439,17,13,30,43,True
2024-08-30 08:34:12.064439,22,13,35,71,True
2024-08-20 08:34:12.064439,9,5,25,48,True
2024-06-24 08:34:12.064439,36,5,30,65,False
2024-08-11 08:34:12.064439,39,9,35,60,False
2024-08-12 08:34:12.064439,5,5,30,52,True
2024-05-21 08:34:12.064439,5,12,35,50,True
2024-04-30 08:34:12.064439,8,12,30,43,True
2024-04-13 08:34:12.064439,28,12,30,51,True
2024-11-21 08:34:12.064439,8,11,25,55,True
2025-02-20 08:34:12.064439,18,3,35,62,True
2024-12-29 08:34:12.064439,32,12,30,77,False
2024-05-04 08:34:12.064439,9,10,30,35,True
2024-08-23 08:34:12.064439,6,9,30,53,True
2024-06-16 08:34:12.064439,29,10,35,65,True
2024-08-28 08:34:12.064439,39,10,25,62,False
2024-11-07 08:34:12.064439,34,4,25,70,False
2024-05-28 08:34:12.064439,31,6,35,61,True
2025-01-30 08:34:12.064439,5,7,35,47,True
2024-11-17 08:34:12.064439,34,10,30,76,False
2024-06-29 08:34:12.064439,11,13,35,35,True
2024-09-06 08:34:12.064439,37,7,30,82,False
2024-05-19 08:34:12.064439,31,11,25,63,False
2024-10-16 08:34:12.064439,5,9,30,53,True
2024-11-12 08:34:12.064439,11,11,25,49,True
2024-12-16 08:34:12.064439,33,11,25,77,False
2024-08-13 08:34:12.064439,12,12,35,45,True
2024-12-08 08:34:12.064439,28,11,35,55,True
2024-03-25 08:34:12.064439,14,6,25,34,True
2024-11-09 08:34:12.064439,36,11,25,75,False
2024-05-24 08:34:12.064439,10,15,30,44,True
2024-05-20 08:34:12.064439,24,7,35,62,True
2024-10-02 08:34:12.064439,23,10,25,62,True
2024-09-05 08:34:12.064439,35,3,30,63,False
2024-12-02 08:34:12.064439,18,12,35,62,True
2025-03-16 08:34:12.064439,6,10,35,47,True
2025-01-18 08:34:12.064439,24,11,35,65,True
2024-11-01 08:34:12.064439,17,4,25,59,True
